gender_exclusive,gender_inclusive,difficulty,origin
Los pacientes deben esperar en la sala de espera hasta ser llamados por el médico.,Quienes deseen ser atendidos deben esperar en la sala de espera hasta ser llamados por el médico.,dificultades_variadas,GPT-3.5_fewshot
Los suscriptores deben actualizar su información de pago antes de la fecha de vencimiento.,Quienes deseen mantener su suscripción deben actualizar su información de pago antes de la fecha de vencimiento.,dificultades_variadas,GPT-3.5_fewshot
Los adolescentes están disfrutando de su tiempo libre en el parque.,La adolescencia disfruta de su tiempo libre en el parque.,plurales,GPT-3.5_fewshot
Los mayores disfrutan de paseos tranquilos por el vecindario.,Las personas mayores disfrutan de paseos tranquilos por el vecindario.,plurales,GPT-3.5_fewshot
Los jóvenes están organizando una protesta pacífica.,La juventud está organizando una protesta pacífica.,plurales,GPT-3.5_fewshot
Los niños juegan felices en el patio de recreo.,Las criaturas juegan felices en el patio de recreo.,plurales,GPT-3.5_fewshot
Los estudiantes están estudiando para sus exámenes finales.,El estudiantado está estudiando para sus exámenes finales.,plurales,GPT-3.5_fewshot
Los alumnos están entusiasmados por el próximo viaje escolar.,El alumnado está entusiasmado por el próximo viaje escolar.,plurales,GPT-3.5_fewshot
Los profesores están impartiendo clases en línea debido a la pandemia.,El profesorado está impartiendo clases en línea debido a la pandemia.,plurales,GPT-3.5_fewshot
Los pilotos y las azafatas están preparando el avión para el despegue.,El personal de aviación está preparando el avión para el despegue.,plurales,GPT-3.5_fewshot
Las mujeres de la limpieza mantienen impecable el edificio de la empresa.,El personal de limpieza mantiene impecable el edificio de la empresa.,plurales,GPT-3.5_fewshot
Los médicos están trabajando horas extra para atender a los pacientes.,El personal médico está trabajando horas extra para atender a los pacientes.,plurales,GPT-3.5_fewshot
Las enfermeras cuidan con dedicación a los enfermos en el hospital.,El personal de enfermería cuida con dedicación a los enfermos en el hospital.,plurales,GPT-3.5_fewshot
Los médicos y las enfermeras forman un equipo excepcional en el hospital.,El personal de la salud forma un equipo excepcional en el hospital.,plurales,GPT-3.5_fewshot
Los candidatos están debatiendo sus propuestas ante el público.,Las personas candidatas están debatiendo sus propuestas ante el público.,plurales,GPT-3.5_fewshot
El encargado está supervisando el trabajo en la fábrica.,La persona encargada está supervisando el trabajo en la fábrica.,plurales,GPT-3.5_fewshot
El hombre camina erguido gracias a la evolución del hombre.,El ser humano camina erguido gracias a la evolución humana.,plurales,GPT-3.5_fewshot
Los derechos del hombre deben ser respetados en todo momento.,Los derechos humanos deben ser respetados en todo momento.,plurales,GPT-3.5_fewshot
El cuerpo del hombre es un tema de estudio en anatomía.,El cuerpo humano es un tema de estudio en anatomía.,plurales,GPT-3.5_fewshot
Los andaluces disfrutan de su rica cultura y gastronomía.,El pueblo andaluz disfruta de su rica cultura y gastronomía.,plurales,GPT-3.5_fewshot
Los irlandeses son conocidos por su hospitalidad y alegría.,La población de Irlanda es conocida por su hospitalidad y alegría.,plurales,GPT-3.5_fewshot
El hombre urbano está acostumbrado al bullicio de la ciudad.,La población urbana está acostumbrada al bullicio de la ciudad.,plurales,GPT-3.5_fewshot
Los inmigrantes y sus familias buscan una vida mejor en un país nuevo.,La población inmigrante busca una vida mejor en un país nuevo.,plurales,GPT-3.5_fewshot
Los funcionarios trabajan para garantizar el funcionamiento del gobierno.,El funcionariado trabaja para garantizar el funcionamiento del gobierno.,plurales,GPT-3.5_fewshot
Los vecinos se reúnen para celebrar el cumpleaños del barrio.,El vecindario se reúne para celebrar el cumpleaños del barrio.,plurales,GPT-3.5_fewshot
"Los electores, los votantes, tienen la responsabilidad de elegir a sus representantes políticos.",El electorado tiene la responsabilidad de elegir a sus representantes políticos.,plurales,GPT-3.5_fewshot
El director de estudios anunció nuevas políticas educativas.,La dirección de estudios anunció nuevas políticas educativas.,plural_neutro,GPT-3.5_fewshot
La directora de estudios supervisó la implementación del nuevo plan de estudios.,La dirección de estudios supervisó la implementación del nuevo plan de estudios.,plural_neutro,GPT-3.5_fewshot
Los directores de estudios están debatiendo sobre el currículo escolar.,La dirección de estudios está debatiendo sobre el currículo escolar.,plural_neutro,GPT-3.5_fewshot
Las directoras de estudios organizaron un seminario para padres y maestros.,La dirección de estudios organizó un seminario para padres y maestros.,plural_neutro,GPT-3.5_fewshot
El tutor ayudó al estudiante a prepararse para el examen.,La tutoría ayudó al estudiante a prepararse para el examen.,plural_neutro,GPT-3.5_fewshot
La tutora ofreció apoyo académico individualizado a los alumnos.,La tutoría ofreció apoyo académico individualizado a los alumnos.,plural_neutro,GPT-3.5_fewshot
Los tutores trabajaron en equipo para brindar orientación a los estudiantes.,La tutoría trabajó en equipo para brindar orientación a los estudiantes.,plural_neutro,GPT-3.5_fewshot
Las tutoras organizaron sesiones de tutoría para mejorar el rendimiento académico.,La tutoría organizó sesiones para mejorar el rendimiento académico.,plural_neutro,GPT-3.5_fewshot
El consultor brindó asesoramiento sobre estrategias de marketing.,La consultoría brindó asesoramiento sobre estrategias de marketing.,plural_neutro,GPT-3.5_fewshot
La consultora realizó un análisis exhaustivo de la situación financiera.,La consultoría realizó un análisis exhaustivo de la situación financiera.,plural_neutro,GPT-3.5_fewshot
Los consultores están desarrollando un plan de acción para la empresa.,La consultoría está desarrollando un plan de acción para la empresa.,plural_neutro,GPT-3.5_fewshot
Las consultoras presentaron recomendaciones para mejorar la eficiencia operativa.,La consultoría presentó recomendaciones para mejorar la eficiencia operativa.,plural_neutro,GPT-3.5_fewshot
El secretario organizó la agenda de la reunión.,La secretaría organizó la agenda de la reunión.,plural_neutro,GPT-3.5_fewshot
La secretaria gestionó la correspondencia y los documentos importantes.,La secretaría gestionó la correspondencia y los documentos importantes.,plural_neutro,GPT-3.5_fewshot
Los secretarios atendieron las llamadas telefónicas y programaron citas.,La secretaría atendió las llamadas telefónicas y programó citas.,plural_neutro,GPT-3.5_fewshot
Las secretarias mantuvieron el orden en la oficina y recibieron a los visitantes.,La secretaría mantuvo el orden en la oficina y recibió a los visitantes.,plural_neutro,GPT-3.5_fewshot
El redactor redactó un informe detallado sobre el proyecto.,La redacción redactó un informe detallado sobre el proyecto.,plural_neutro,GPT-3.5_fewshot
La redactora revisó cuidadosamente el documento antes de su publicación.,La redacción revisó cuidadosamente el documento antes de su publicación.,plural_neutro,GPT-3.5_fewshot
Los redactores colaboraron en la creación del manual de políticas.,La redacción colaboró en la creación del manual de políticas.,plural_neutro,GPT-3.5_fewshot
Las redactoras escribieron artículos para el boletín informativo de la empresa.,La redacción escribió artículos para el boletín informativo de la empresa.,plural_neutro,GPT-3.5_fewshot
El asesor ofreció orientación legal a sus clientes.,El consejo asesor ofreció orientación legal a sus clientes.,plural_neutro,GPT-3.5_fewshot
La asesora brindó asesoramiento financiero a pequeñas empresas.,El consejo asesor brindó asesoramiento financiero a pequeñas empresas.,plural_neutro,GPT-3.5_fewshot
Los asesores están capacitando a nuevos empleados en habilidades de comunicación.,El consejo asesor está capacitando a nuevos empleados en habilidades de comunicación.,plural_neutro,GPT-3.5_fewshot
Las asesoras proporcionaron estrategias de desarrollo profesional a los clientes.,El consejo asesor proporcionó estrategias de desarrollo profesional a los clientes.,plural_neutro,GPT-3.5_fewshot
El coordinador planificó el evento cultural de la escuela.,La coordinación planificó el evento cultural de la escuela.,plural_neutro,GPT-3.5_fewshot
La coordinadora aseguró que todo estuviera listo para el día del evento.,La coordinación aseguró que todo estuviera listo para el día del evento.,plural_neutro,GPT-3.5_fewshot
Los coordinadores trabajaron en estrecha colaboración con el equipo de logística.,La coordinación trabajó en estrecha colaboración con el equipo de logística.,plural_neutro,GPT-3.5_fewshot
Las coordinadoras supervisaron la distribución de boletos y la seguridad durante el evento.,La coordinación supervisó la distribución de boletos y la seguridad durante el evento.,plural_neutro,GPT-3.5_fewshot
El colaborador aportó nuevas ideas al proyecto de investigación.,Las colaboraciones aportaron nuevas ideas al proyecto de investigación.,plural_neutro,GPT-3.5_fewshot
La colaboradora se destacó por su compromiso y dedicación al equipo.,Las colaboraciones se destacaron por su compromiso y dedicación al equipo.,plural_neutro,GPT-3.5_fewshot
Los colaboradores trabajaron juntos para alcanzar los objetivos del proyecto.,Las colaboraciones trabajaron juntas para alcanzar los objetivos del proyecto.,plural_neutro,GPT-3.5_fewshot
Las colaboradoras organizaron una jornada de voluntariado para ayudar a la comunidad.,Las colaboraciones organizaron una jornada de voluntariado para ayudar a la comunidad.,plural_neutro,GPT-3.5_fewshot
El notario certificó la autenticidad del documento legal.,La notaría certificó la autenticidad del documento legal.,plural_neutro,GPT-3.5_fewshot
La notaria revisó los detalles del contrato antes de la firma.,La notaría revisó los detalles del contrato antes de la firma.,plural_neutro,GPT-3.5_fewshot
Los notarios están capacitados para realizar trámites legales importantes.,La notaría está capacitada para realizar trámites legales importantes.,plural_neutro,GPT-3.5_fewshot
Las notarias mantuvieron registros precisos de las transacciones comerciales.,La notaría mantuvo registros precisos de las transacciones comerciales.,plural_neutro,GPT-3.5_fewshot
El ministro anunció nuevas políticas para mejorar el sistema de salud.,El ministerio anunció nuevas políticas para mejorar el sistema de salud.,plural_neutro,GPT-3.5_fewshot
La ministra lideró la reforma educativa con determinación.,El ministerio lideró la reforma educativa con determinación.,plural_neutro,GPT-3.5_fewshot
Los ministros se reunieron para discutir sobre temas de seguridad nacional.,El grupo ministerial se reunió para discutir sobre temas de seguridad nacional.,plural_neutro,GPT-3.5_fewshot
Las ministras trabajaron en conjunto para promover la igualdad de género en el gobierno.,El grupo ministerial trabajó en conjunto para promover la igualdad de género en el gobierno.,plural_neutro,GPT-3.5_fewshot
El traductor ayudó a los visitantes extranjeros a comunicarse durante la conferencia.,La traducción ayudó a los visitantes extranjeros a comunicarse durante la conferencia.,plural_neutro,GPT-3.5_fewshot
La traductora proporcionó interpretación simultánea durante la reunión internacional.,La traducción proporcionó interpretación simultánea durante la reunión internacional.,plural_neutro,GPT-3.5_fewshot
Los traductores tradujeron documentos legales para clientes internacionales.,El equipo de traducción tradujo documentos legales para clientes internacionales.,plural_neutro,GPT-3.5_fewshot
Las traductoras realizaron la traducción de un libro del inglés al español.,El equipo de traducción realizó la traducción de un libro del inglés al español.,plural_neutro,GPT-3.5_fewshot
El distribuidor entregó los productos a tiempo en todas las tiendas.,La distribución entregó los productos a tiempo en todas las tiendas.,plural_neutro,GPT-3.5_fewshot
La distribuidora coordinó la logística del transporte de mercancías.,La distribución coordinó la logística del transporte de mercancías.,plural_neutro,GPT-3.5_fewshot
Los distribuidores trabajaron en estrecha colaboración con los fabricantes.,La distribución trabajó en estrecha colaboración con los fabricantes.,plural_neutro,GPT-3.5_fewshot
Las distribuidoras negociaron nuevos contratos con proveedores para mejorar la oferta de productos.,La distribución negoció nuevos contratos con proveedores para mejorar la oferta de productos.,plural_neutro,GPT-3.5_fewshot
"En una familia unida, los hermanos siempre intentan entenderse entre ellos, incluso en los momentos más difíciles.","En una familia unida, los hermanos siempre intentan entenderse, incluso en los momentos más difíciles.",omision,GPT-3.5_fewshot
"En un equipo de trabajo colaborativo, los miembros siempre intentan entenderse entre ellos para lograr los objetivos comunes.","En un equipo de trabajo colaborativo, las personas que lo integran siempre intentan entenderse para lograr los objetivos comunes.",omision,GPT-3.5_fewshot
"En una comunidad diversa, las personas siempre intentan entenderse entre ellas, respetando las diferencias culturales y de opinión.","En una comunidad diversa, las personas siempre intentan entenderse entre ellas, respetando las diferencias culturales y de opinión.",omision,GPT-3.5_fewshot
"En una relación de pareja saludable, la pareja siempre intenta entenderse entre ellos, comunicándose abierta y honestamente.","En una relación de pareja saludable, la pareja siempre intenta entenderse, comunicándose abierta y honestamente.",omision,GPT-3.5_fewshot
"En un grupo de amigos cercanos, siempre intentan entenderse entre ellos apoyándose mutuamente en los momentos de alegría y tristeza.","En un grupo de amigos cercanos, siempre intentan entenderse apoyándose mutuamente en los momentos de alegría y tristeza.",omision,GPT-3.5_fewshot
El sospechoso podrá ser declarado culpable después del juicio.,La persona sospechosa podrá ser declarada culpable después del juicio.,parafrasis,GPT-3.5_fewshot
El acusado podrá ser declarado inocente si se demuestra su coartada.,La persona acusada podrá ser declarada inocente si se demuestra su coartada.,parafrasis,GPT-3.5_fewshot
El demandante podrá ser declarado victorioso si se demuestra su reclamación.,La persona demandante podrá ser declarada victoriosa si se demuestra su reclamación.,parafrasis,GPT-3.5_fewshot
El imputado podrá ser declarado responsable si se encuentra evidencia en su contra.,La persona imputada podrá ser declarada responsable si se encuentra evidencia en su contra.,parafrasis,GPT-3.5_fewshot
El beneficiario podrá ser declarado apto para recibir el subsidio si cumple con los requisitos.,La persona beneficiaria podrá ser declarada apta para recibir el subsidio si cumple con los requisitos.,parafrasis,GPT-3.5_fewshot
El solicitante podrá ser declarado elegible para el puesto si supera la entrevista.,La persona solicitante podrá ser declarada elegible para el puesto si supera la entrevista.,parafrasis,GPT-3.5_fewshot
El candidato podrá ser declarado idóneo para el cargo después de las pruebas de aptitud.,La candidatura podrá ser declarada idónea para el cargo después de las pruebas de aptitud.,parafrasis,GPT-3.5_fewshot
El acusado podrá ser declarado apto para el tratamiento si el médico lo determina.,La persona acusada podrá ser declarada apta para el tratamiento si el médico lo determina.,parafrasis,GPT-3.5_fewshot
El estudiante podrá ser declarado apto para pasar de año si aprueba todas las asignaturas.,El estudiantado podrá aceptarse para pasar de año si aprueba todas las asignaturas.,parafrasis,GPT-3.5_fewshot
El trabajador podrá ser declarado capacitado para realizar la tarea si completa el curso de formación.,El personal podrá capacitarse para realizar la tarea si completa el curso de formación.,parafrasis,GPT-3.5_fewshot
Había unos cincuenta asistentes en la conferencia sobre inteligencia artificial.,Había cerca de cincuenta asistentes en la conferencia sobre inteligencia artificial.,persona_generica,GPT-3.5_fewshot
"En el concierto de rock, unos dos mil asistentes coreaban las canciones del grupo.","En el concierto de rock, aproximadamente dos mil asistentes coreaban las canciones del grupo.",persona_generica,GPT-3.5_fewshot
Unos veinte asistentes participaron en el taller de cocina italiana.,Cerca de veinte asistentes participaron en el taller de cocina italiana.,persona_generica,GPT-3.5_fewshot
"Durante el evento deportivo, unos trescientos asistentes animaban a su equipo favorito.","Durante el evento deportivo, aproximadamente trescientos asistentes animaban a su equipo favorito.",persona_generica,GPT-3.5_fewshot
La exposición de arte contó con unos cien asistentes que admiraban las obras expuestas.,La exposición de arte contó con cerca de cien asistentes que admiraban las obras expuestas.,persona_generica,GPT-3.5_fewshot
"En el seminario sobre emprendimiento, unos cuarenta asistentes tomaron notas y participaron en las discusiones.","En el seminario sobre emprendimiento, aproximadamente cuarenta asistentes tomaron notas y participaron en las discusiones.",persona_generica,GPT-3.5_fewshot
Unos cincuenta asistentes disfrutaron de la presentación de la nueva colección de moda.,Cerca de cincuenta asistentes disfrutaron de la presentación de la nueva colección de moda.,persona_generica,GPT-3.5_fewshot
"En la feria de tecnología, unos mil asistentes exploraban los últimos avances en dispositivos electrónicos.","En la feria de tecnología, aproximadamente mil asistentes exploraban los últimos avances en dispositivos electrónicos.",persona_generica,GPT-3.5_fewshot
"Durante la reunión anual, unos doscientos asistentes discutieron los planes para el próximo año.","Durante la reunión anual, cerca de doscientos asistentes discutieron los planes para el próximo año.",persona_generica,GPT-3.5_fewshot
Unos diez asistentes se unieron al grupo de voluntarios para limpiar el parque local.,Aproximadamente diez asistentes se unieron al grupo de voluntarios para limpiar el parque local.,persona_generica,GPT-3.5_fewshot
"Esto no siempre lo comprenden los historiadores tradicionales, pues estos historiadores piensan que la Hacienda es el territorio propio de unos especialistas dedicados a acumular cifras y textos legales, sin preocupación alguna por las realidades de los humanos. Lo malo es que, con esta segregación, los especialistas de Hacienda se sienten empujados a la investigación especializada de sus cosas, sin profundizar en su contexto político y económico. Y los investigadores de la política y la economía se privan de herramientas indispensables para comprender los problemas que investigan.","Esto no siempre se comprende en la historia tradicional, pues se parte de que la investigación sobre la Hacienda es el territorio propio de una especialidad dedicada a acumular cifras y textos legales, sin preocupación alguna por las realidades humanas. Lo malo es que, con esta segregación, los estudios sobre este campo se concentran en la propia disciplina, sin profundizar en su contexto político y económico. Y quienes analizan la política y la economía se privan de herramientas indispensables para comprender los problemas que investigan.",otros,guia_IEM
Los historiadores tradicionales,La historia tradicional,otros,guia_IEM
la Hacienda es el territorio propio de unos especialistas dedicados,la Hacienda es el territorio propio de una especialidad,otros,guia_IEM
realidades de los humanos,realidades humanas,otros,guia_IEM
los investigadores de la política y la economía,quienes analizan la política y la economía,otros,guia_IEM
"Como consecuencia del acelerado ritmo de vida actual, las múltiples tareas laborales y los diversos roles que actualmente deben cumplir los profesionales, se observa un problema en del aumento del nivel de estrés en las profesiones de académicos universitarios, problemática que conlleva a cambios de ánimo, disminución del rendimiento, ansiedad, dolores físicos, aparición de enfermedades y, en algunos casos, depresión severa; todo lo cual perjudica el cumplimiento de la labor profesional de estos.","Como consecuencia del acelerado ritmo de la vida moderna, las múltiples tareas laborales y los diversos roles profesionales que actualmente se deben cumplir, se observa un considerable aumento del nivel de estrés en la población académica universitaria, situación que conlleva a cambios de ánimo, disminución del rendimiento, estados de ansiedad, dolores físicos, aparición de enfermedades y, en algunos casos, depresión severa; todo lo cual perjudica su desempeño.",otros,guia_IEM
"Dado que este no es un problema que se pueda evitar totalmente, la mejor manera de enfrentarlo es saber identificarlo, reconocer su impacto en la vida de los académicos y buscar el establecimiento de adecuados ambientes laborales para así disminuir los efectos negativos de este problema en la universidad.los diversos roles que actualmente deben cumplir los profesionales","Dado que este no un es problema que se pueda evitar totalmente, la mejor manera de enfrentarlo es saber identificarlo, reconocer su impacto en la vida de las personas y buscar el establecimiento de adecuados ambientes de trabajo para así disminuir sus efectos negativos en la institución.",otros,guia_IEM
las profesiones de académicos universitarios,los diversos roles profesionales,otros,guia_IEM
labor profesional de estos,la población académica universitaria,otros,guia_IEM
labor profesional de estos,su desempeño,otros,guia_IEM
en la vida de los académicos,su labor profesional,otros,guia_IEM
"Arguedas tuvo la iniciativa de entrevistar a variedad de personajes del mundo nacional de las artes, editó las entrevistas filmadas y las incluyó como parte del material que se mostraba durante el desarrollo de sus clases. Esta actividad la realizó por espacio de varios años. Durante este tiempo, su archivo creció.",en la vida de las personas,otros,guia_IEM
Las filmaciones incluyen las opiniones de artistas del grabado y conceptos y comentarios de especialistas en historia del arte. El escritor de este texto se interesó en el pensamiento manifestado por múltiples protagonistas del medio artístico en relación con el grabado en nuestro país.,"Arguedas tuvo la iniciativa de entrevistar a distintos grabadores y personajes del mundo artístico nacional, editó las entrevistas filmadas y las incluyó como parte del material que se mostraba durante el desarrollo de sus clases. Esta actividad, Arguedas la realizó por espacio de varios años. Durante este tiempo, su material creció.",otros,guia_IEM
distintos grabadores y personajes del mundo artístico nacional,Las filmaciones incluyen las opiniones de artistas del grabado y conceptos y comentarios de historiadores del arte. Arguedas se interesó en el pensamiento que todos estos protagonistas del medio artístico manifestaban en relación con el grabado en nuestro país.,otros,guia_IEM
las opiniones de artistas del grabado y conceptos y comentarios de historiadores del arte,variedad de personajes del mundo artístico nacional,otros,guia_IEM
en el pensamiento que todos estos protagonistas del medio artístico manifestaban en relación con el grabado en nuestro país.,las opiniones de artistas del grabado y conceptos y comentarios de especialistas en historia del arte,otros,guia_IEM
"Las redes sociales en internet son sitios web que permiten a los hombres establecer contactos entre sí para compartir  contenidos, intercambiar información y establecer discusiones y opiniones sobre temas comunes.",en el pensamiento manifestado por múltiples protagonistas del medio artístico en relación con el grabado en nuestro país.,otros,guia_IEM
"Estas redes son de aparición relativamente reciente en el mundo de la informática, lo que implica que los jóvenes son los que han crecido junto a su desarrollo. Para los mayores, esto es, a partir de los 65 años, la situación no ha sido tan sencilla, en muchos casos, pues estos crecieron junto a los radios de transistores y televisores de perilla–, nunca han tenido contacto con una computadora, por eso comúnmente se les llama ""los inmigrantes de la tecnología""","Las redes sociales en internet son sitios web que permiten a los seres humanos establecer contactos entre sí para compartir contenidos, intercambiar información y establecer discusiones y opiniones sobre temas comunes.",otros,guia_IEM
"Las redes sociales más populares están diseñadas generalmente para los jóvenes, por lo que no toman en cuenta las necesidades y limitaciones de los adultos mayores.","Estas redes son de aparición relativamente reciente en el mundo de la informática, lo que implica que las generaciones más jóvenes son las que han crecido junto a su desarrollo. Para las mayores, esto es, a partir de los 65 años, en muchos casos, la situación no ha sido tan sencilla, pues crecieron junto a los radios de transistores y televisores de perilla–, nunca han tenido contacto con una computadora, por eso comúnmente se les llama ""inmigrantes de la tecnología""",otros,guia_IEM
los jóvenes,"Las redes sociales más populares están diseñadas generalmente para jóvenes, por lo que no toman en cuenta las necesidades y limitaciones de la persona adulta mayor.",otros,guia_IEM
los mayores,las generaciones más jóvenes,otros,guia_IEM
los inmigrantes de la tecnología ,las generaciones mayores,otros,guia_IEM
"En esta segunda etapa se desarrolló la fase cualitativa de la investigación, pues los dos tutores que mediaron el curso contestaron una encuesta con escalas, listas de cotejo y preguntas abiertas. Asimismo, se les aplicó una entrevista con preguntas abiertas. Además, la investigadora los observó mientras estos atendían sus grupos en el aula.Las inundaciones afectaron a los vecinos del lugar. Estas inundaciones ocurren todos los inviernos. Los vecinos están muy preocupados por estas inundaciones; por el contrario, los munícipes no se refieren a las inundaciones y desconocen los daños que le hacen a este vecindario",inmigrantes de la tecnología,otros,guia_IEM
,"En esta segunda etapa se desarrolló la fase cualitativa de la investigación, pues el tutor y la tutora que mediaron el curso contestaron una encuesta con escalas, listas de cotejo y preguntas abiertas. Asimismo, se les aplicó una entrevista con preguntas abiertas. Además, la investigadora les observó mientras estos atendían sus grupos en el aula.Las inundaciones afectaron a las familias del lugar. Esta situación ocurre todos los inviernos. Estas personas están muy preocupadas por este hecho; por el contrario, en la municipalidad no se refieren al tema y desconocen los daños causados a esta gente.",otros,guia_IEM
