gender_exclusive,gender_inclusive,origin,difficulty
La presidenta Pratt anunció nuevas políticas públicas.,La presidenta Patt anunció nuevas políticas públicas.,GPT-3.5_fewshot,nombres_propios
La presidenta Fernández representó al país en la cumbre internacional.,La presidenta Fernández representó al país en la cumbre internacional.,GPT-3.5_fewshot,nombres_propios
La presidenta Macri supervisó la implementación de reformas.,La presidenta Macri supervisó la implementación de reformas.,GPT-3.5_fewshot,nombres_propios
La presidenta López nombró nuevos ministros en su gabinete.,La presidenta López nombró nuevos ministros en su gabinete.,GPT-3.5_fewshot,nombres_propios
La presidenta Fernández promulgó leyes para la protección del medio ambiente.,La presidenta Fernández promulgó leyes para la protección del medio ambiente.,GPT-3.5_fewshot,nombres_propios
La presidenta Martínez inauguró un nuevo hospital en la región.,La presidenta Martínez inauguró un nuevo hospital en la región.,GPT-3.5_fewshot,nombres_propios
La intendenta González inauguró el nuevo centro comunitario.,La intendenta González inauguró el nuevo centro comunitario.,GPT-3.5_fewshot,nombres_propios
La intendenta Martínez gestionó los servicios municipales.,La intendenta Martínez gestionó los servicios municipales.,GPT-3.5_fewshot,nombres_propios
La intendenta Pérez coordinó la limpieza de la ciudad.,La intendenta Pérez coordinó la limpieza de la ciudad.,GPT-3.5_fewshot,nombres_propios
La intendenta Rodríguez atendió las solicitudes de los ciudadanos.,La intendenta Rodríguez atendió las solicitudes de los ciudadanos.,GPT-3.5_fewshot,nombres_propios
La gobernadora Rodríguez anunció medidas de seguridad.,La gobernadora Rodríguez anunció medidas de seguridad.,GPT-3.5_fewshot,nombres_propios
La gobernadora Gómez implementó políticas de desarrollo económico.,La gobernadora Gómez implementó políticas de desarrollo económico.,GPT-3.5_fewshot,nombres_propios
La gobernadora Pérez promovió la educación en la región.,La gobernadora Pérez promovió la educación en la región.,GPT-3.5_fewshot,nombres_propios
La gobernadora Sánchez gestionó recursos para infraestructura.,La gobernadora Sánchez gestionó recursos para infraestructura.,GPT-3.5_fewshot,nombres_propios
La ministra López presentó el plan de salud.,La ministra López presentó el plan de salud.,GPT-3.5_fewshot,nombres_propios
La ministra Pérez coordinó la entrega de ayudas sociales.,La ministra Pérez coordinó la entrega de ayudas sociales.,GPT-3.5_fewshot,nombres_propios
La ministra García supervisó la implementación de políticas educativas.,La ministra García supervisó la implementación de políticas educativas.,GPT-3.5_fewshot,nombres_propios
La ministra Rodríguez anunció cambios en el sistema judicial.,La ministra Rodríguez anunció cambios en el sistema judicial.,GPT-3.5_fewshot,nombres_propios
La vicedirectora González asumió temporalmente las responsabilidades del director.,La vicedirectora González asumió temporalmente las responsabilidades del director.,GPT-3.5_fewshot,nombres_propios
La vicedirectora Pérez supervisó la implementación de nuevas políticas.,La vicedirectora Pérez supervisó la implementación de nuevas políticas.,GPT-3.5_fewshot,nombres_propios
La vicedirectora Martínez lideró la reunión del equipo administrativo.,La vicedirectora Martínez lideró la reunión del equipo administrativo.,GPT-3.5_fewshot,nombres_propios
La vicedirectora Sánchez colaboró estrechamente con el personal docente.,La vicedirectora Sánchez colaboró estrechamente con el personal docente.,GPT-3.5_fewshot,nombres_propios
La vicepresidenta López presentó el informe financiero en la junta directiva.,La vicepresidenta López presentó el informe financiero en la junta directiva.,GPT-3.5_fewshot,nombres_propios
La vicepresidenta Rodríguez participó en la planificación estratégica de la empresa.,La vicepresidenta Rodríguez participó en la planificación estratégica de la empresa.,GPT-3.5_fewshot,nombres_propios
La vicepresidenta Martínez coordinó la campaña de responsabilidad social corporativa.,La vicepresidenta Martínez coordinó la campaña de responsabilidad social corporativa.,GPT-3.5_fewshot,nombres_propios
La vicepresidenta González representó a la compañía en la conferencia internacional.,La vicepresidenta González representó a la compañía en la conferencia internacional.,GPT-3.5_fewshot,nombres_propios
Las alumnas María Green y Alejandra Sosa asistieron a clases regularmente,Las alumnas María Green y Alejandra Sosa asistieron a clases regularmente,GPT-3.5_fewshot,nombres_propios
Las alumnas Daniela López y Sofía Martínez asistieron a clases regularmente,Las alumnas Daniela López y Sofía Martínez asistieron a clases regularmente,GPT-3.5_fewshot,nombres_propios
"Las alumnas María López, Paula Rodríguez y Andrea Sánchez organizaron un evento cultural","Las alumnas María López, Paula Rodríguez y Andrea Sánchez organizaron un evento cultural",GPT-3.5_fewshot,nombres_propios
Las alumnas Wei Chen y Hiroshi Tanaka destacaron en sus estudios,Las alumnas Wei Chen y Hiroshi Tanaka destacaron en sus estudios,GPT-3.5_fewshot,nombres_propios
"Las alumnas Aisha Hassan, Fatima Ali y Sara Ahmed recibieron reconocimiento por su trabajo","Las alumnas Aisha Hassan, Fatima Ali y Sara Ahmed recibieron reconocimiento por su trabajo",GPT-3.5_fewshot,nombres_propios
Las ciudadanas Juana Pérez y Mónica Torres ejercieron su derecho al voto,Las ciudadanas Juana Pérez y Mónica Torres ejercieron su derecho al voto,GPT-3.5_fewshot,nombres_propios
Las ciudadanas Wei Zhang y Lila Wang protestaron por mejores servicios públicos,Las ciudadanas Wei Zhang y Lila Wang protestaron por mejores servicios públicos,GPT-3.5_fewshot,nombres_propios
Las ciudadanas Aisha Mahmoud y Mónica Ali contribuyeron al desarrollo de la comunidad,Las ciudadanas Aisha Mahmoud y Mónica Ali contribuyeron al desarrollo de la comunidad,GPT-3.5_fewshot,nombres_propios
Las ciudadanas Adriana Khan y María Khan participaron en la manifestación,Las ciudadanas Adriana Khan y María Khan participaron en la manifestación,GPT-3.5_fewshot,nombres_propios
Las coordinadoras Carla Sánchez y Julia Pérez organizaron el evento con éxito,Las coordinadoras Carla Sánchez y Julia Pérez organizaron el evento con éxito,GPT-3.5_fewshot,nombres_propios
Las coordinadoras Daniela Martínez y Josefina García dirigieron el proyecto de manera eficiente,Las coordinadoras Daniela Martínez y Josefina García dirigieron el proyecto de manera eficiente,GPT-3.5_fewshot,nombres_propios
Las coordinadoras Ana Ahmed y Wei Zhang coordinaron las actividades del equipo,Las coordinadoras Ana Ahmed y Wei Zhang coordinaron las actividades del equipo,GPT-3.5_fewshot,nombres_propios
Las coordinadoras Sofía García y Juana Martínez planificaron el cronograma del proyecto,Las coordinadoras Sofía García y Juana Martínez planificaron el cronograma del proyecto,GPT-3.5_fewshot,nombres_propios
Las directoras Albertina Martínez y Rafaela Gómez tomaron decisiones importantes para la escuela,Las directoras Albertina Martínez y Rafaela Gómez tomaron decisiones importantes para la escuela,GPT-3.5_fewshot,nombres_propios
Las directoras Alicia Khan y Adriana Khan supervisaron el rendimiento del personal,Las directoras Alicia Khan y Adriana Khan supervisaron el rendimiento del personal,GPT-3.5_fewshot,nombres_propios
Las directoras Mónica Khan y Wei Zhang establecieron las políticas de la institución,Las directoras Mónica Khan y Wei Zhang establecieron las políticas de la institución,GPT-3.5_fewshot,nombres_propios
Las directoras Lila Wang y Mónica Torres lideraron la implementación del nuevo programa,Las directoras Lila Wang y Mónica Torres lideraron la implementación del nuevo programa,GPT-3.5_fewshot,nombres_propios
Las asesoras Fernanda González y Julia Pérez brindaron orientación a los empleados nuevos,Las asesoras Fernanda González y Julia Pérez brindaron orientación a los empleados nuevos,GPT-3.5_fewshot,nombres_propios
Las asesoras Josefina Sánchez y Daniela Martínez ayudaron a resolver problemas de gestión,Las asesoras Josefina Sánchez y Daniela Martínez ayudaron a resolver problemas de gestión,GPT-3.5_fewshot,nombres_propios
Las asesoras Wei Chen y Hiroshi Tanaka proporcionaron asistencia técnica a los clientes,Las asesoras Wei Chen y Hiroshi Tanaka proporcionaron asistencia técnica a los clientes,GPT-3.5_fewshot,nombres_propios
Las asesoras Sofía García y Juana Martínez ofrecieron recomendaciones para mejorar el rendimiento,Las asesoras Sofía García y Juana Martínez ofrecieron recomendaciones para mejorar el rendimiento,GPT-3.5_fewshot,nombres_propios
Las legisladoras Juana Pérez y Daniela García debatieron la reforma fiscal,Las legisladoras Juana Pérez y Daniela García debatieron la reforma fiscal,GPT-3.5_fewshot,nombres_propios
Las legisladoras Manuela Sánchez y Francisca Gutiérrez aprobaron nuevas leyes de medio ambiente,Las legisladoras Manuela Sánchez y Francisca Gutiérrez aprobaron nuevas leyes de medio ambiente,GPT-3.5_fewshot,nombres_propios
Las legisladoras Ana Ahmed y Wei Zhang promovieron políticas de inclusión social,Las legisladoras Ana Ahmed y Wei Zhang promovieron políticas de inclusión social,GPT-3.5_fewshot,nombres_propios
Las legisladoras Sofía García y Juana Martínez revisaron el código penal,Las legisladoras Sofía García y Juana Martínez revisaron el código penal,GPT-3.5_fewshot,nombres_propios
Las senadoras Carla Pérez y Andrea Sánchez discutieron sobre la seguridad nacional,Las senadoras Carla Pérez y Andrea Sánchez discutieron sobre la seguridad nacional,GPT-3.5_fewshot,nombres_propios
Las senadoras Aisha Mahmoud y Amira Khan votaron en contra de la reforma fiscal,Las senadoras Aisha Mahmoud y Amira Khan votaron en contra de la reforma fiscal,GPT-3.5_fewshot,nombres_propios
Las senadoras Mónica Khan y Wei Zhang investigaron casos de corrupción,Las senadoras Mónica Khan y Wei Zhang investigaron casos de corrupción,GPT-3.5_fewshot,nombres_propios
Las senadoras Lila Wang y Mónica Torres aprobaron el tratado internacional,Las senadoras Lila Wang y Mónica Torres aprobaron el tratado internacional,GPT-3.5_fewshot,nombres_propios
Las organizadoras Mónica Torres y Francisca Sánchez coordinaron la logística del evento,Las organizadoras Mónica Torres y Francisca Sánchez coordinaron la logística del evento,GPT-3.5_fewshot,nombres_propios
Las organizadoras Juana Pérez y Ana López planificaron la conferencia anual,Las organizadoras Juana Pérez y Ana López planificaron la conferencia anual,GPT-3.5_fewshot,nombres_propios
Las organizadoras Diana Rodríguez y Carla Pérez reclutaron voluntarios para el evento,Las organizadoras Diana Rodríguez y Carla Pérez reclutaron voluntarios para el evento,GPT-3.5_fewshot,nombres_propios
Las organizadoras Sofía García y Juana Martínez aseguraron patrocinadores para el evento,Las organizadoras Sofía García y Juana Martínez aseguraron patrocinadores para el evento,GPT-3.5_fewshot,nombres_propios
Las estudiantes Petra Martínez y Andrea López se reunieron en el aula para la clase,Las estudiantes Petra Martínez y Andrea López se reunieron en el aula para la clase,GPT-3.5_fewshot,nombres_propios
Las estudiantes Gabriela Pérez y Josefina Sánchez demostraron su creatividad en el proyecto,Las estudiantes Gabriela Pérez y Josefina Sánchez demostraron su creatividad en el proyecto,GPT-3.5_fewshot,nombres_propios
Las estudiantes Ana Ahmed y Wei Zhang participaron en actividades extracurriculares,Las estudiantes Ana Ahmed y Wei Zhang participaron en actividades extracurriculares,GPT-3.5_fewshot,nombres_propios
Las estudiantes Sofía García y Juana Martínez organizaron un evento benéfico para la comunidad,Las estudiantes Sofía García y Juana Martínez organizaron un evento benéfico para la comunidad,GPT-3.5_fewshot,nombres_propios
Las secretarias Juana Pérez y Daniela Martínez gestionaron la correspondencia del departamento,Las secretarias Juana Pérez y Daniela Martínez gestionaron la correspondencia del departamento,GPT-3.5_fewshot,nombres_propios
Las secretarias Carla López y Andrea Sánchez organizaron los archivos de la oficina,Las secretarias Carla López y Andrea Sánchez organizaron los archivos de la oficina,GPT-3.5_fewshot,nombres_propios
Las secretarias Mónica Khan y Wei Zhang atendieron las llamadas telefónicas,Las secretarias Mónica Khan y Wei Zhang atendieron las llamadas telefónicas,GPT-3.5_fewshot,nombres_propios
Las secretarias Lila Wang y Mónica Torres programaron las reuniones del equipo,Las secretarias Lila Wang y Mónica Torres programaron las reuniones del equipo,GPT-3.5_fewshot,nombres_propios
Las consejeras Juana Pérez y Daniela Martínez brindaron orientación a los empleados,Las consejeras Juana Pérez y Daniela Martínez brindaron orientación a los empleados,GPT-3.5_fewshot,nombres_propios
Las consejeras Carla López y Andrea Sánchez participaron en la toma de decisiones,Las consejeras Carla López y Andrea Sánchez participaron en la toma de decisiones,GPT-3.5_fewshot,nombres_propios
Las consejeras Sofía García y Juana Martínez ofrecieron asesoramiento a las estudiantes,Las consejeras Sofía García y Juana Martínez ofrecieron asesoramiento a las estudiantes,GPT-3.5_fewshot,nombres_propios
Las consejeras Lila Wang y Mónica Torres gestionaron los recursos financieros,Las consejeras Lila Wang y Mónica Torres gestionaron los recursos financieros,GPT-3.5_fewshot,nombres_propios
Las delegadas Luisa Martínez y María García representaron a su país en la conferencia,Las delegadas Luisa Martínez y María García representaron a su país en la conferencia,GPT-3.5_fewshot,nombres_propios
Las delegadas Wei Chen y Hiroshi Tanaka negociaron acuerdos comerciales,Las delegadas Wei Chen y Hiroshi Tanaka negociaron acuerdos comerciales,GPT-3.5_fewshot,nombres_propios
Las delegadas Aisha Mahmoud y Mónica Ali visitaron varias instituciones,Las delegadas Aisha Mahmoud y Mónica Ali visitaron varias instituciones,GPT-3.5_fewshot,nombres_propios
Las delegadas Adriana Khan y María Khan discutieron temas de cooperación internacional,Las delegadas Adriana Khan y María Khan discutieron temas de cooperación internacional,GPT-3.5_fewshot,nombres_propios
Las funcionarias Sofía García y Juana Martínez realizaron inspecciones en la empresa,Las funcionarias Sofía García y Juana Martínez realizaron inspecciones en la empresa,GPT-3.5_fewshot,nombres_propios
Las funcionarias Aisha Mahmoud y Mónica Ali administraron los recursos públicos,Las funcionarias Aisha Mahmoud y Mónica Ali administraron los recursos públicos,GPT-3.5_fewshot,nombres_propios
Las funcionarias Adriana Khan y María Khan gestionaron trámites administrativos,Las funcionarias Adriana Khan y María Khan gestionaron trámites administrativos,GPT-3.5_fewshot,nombres_propios
Las funcionarias Lila Wang y Mónica Torres representaron al gobierno en la reunión,Las funcionarias Lila Wang y Mónica Torres representaron al gobierno en la reunión,GPT-3.5_fewshot,nombres_propios
Las ministras Wei Chen y Hiroshi Tanaka se reunieron para discutir presupuesto,Las ministras Wei Chen y Hiroshi Tanaka se reunieron para discutir presupuesto,GPT-3.5_fewshot,nombres_propios
Las ministras Carla López y Andrea Sánchez supervisaron la implementación de programas sociales,Las ministras Carla López y Andrea Sánchez supervisaron la implementación de programas sociales,GPT-3.5_fewshot,nombres_propios
Las ministras Mónica Khan y Wei Zhang anunciaron medidas para proteger el medio ambiente,Las ministras Mónica Khan y Wei Zhang anunciaron medidas para proteger el medio ambiente,GPT-3.5_fewshot,nombres_propios
Las ministras Lila Wang y Mónica Torres gestionaron fondos para proyectos de infraestructura,Las ministras Lila Wang y Mónica Torres gestionaron fondos para proyectos de infraestructura,GPT-3.5_fewshot,nombres_propios
Las profesoras Sofía García y Juana Martínez impartieron clases de matemáticas avanzadas,Las profesoras Sofía García y Juana Martínez impartieron clases de matemáticas avanzadas,GPT-3.5_fewshot,nombres_propios
Las profesoras Aisha Mahmoud y Mónica Ali organizaron talleres de desarrollo profesional,Las profesoras Aisha Mahmoud y Mónica Ali organizaron talleres de desarrollo profesional,GPT-3.5_fewshot,nombres_propios
Las profesoras Adriana Khan y María Khan evaluaron el desempeño de las estudiantes,Las profesoras Adriana Khan y María Khan evaluaron el desempeño de las estudiantes,GPT-3.5_fewshot,nombres_propios
Las profesoras Lila Wang y Mónica Torres participaron en actividades extracurriculares,Las profesoras Lila Wang y Mónica Torres participaron en actividades extracurriculares,GPT-3.5_fewshot,nombres_propios
Las vecinas Wei Chen y Hiroshi Tanaka se reunieron para discutir sobre la seguridad del barrio,Las vecinas Wei Chen y Hiroshi Tanaka se reunieron para discutir sobre la seguridad del barrio,GPT-3.5_fewshot,nombres_propios
Las vecinas Carla López y Andrea Sánchez organizaron una limpieza comunitaria,Las vecinas Carla López y Andrea Sánchez organizaron una limpieza comunitaria,GPT-3.5_fewshot,nombres_propios
Las vecinas Mónica Khan y Wei Zhang compartieron recursos durante la emergencia,Las vecinas Mónica Khan y Wei Zhang compartieron recursos durante la emergencia,GPT-3.5_fewshot,nombres_propios
Las vecinas Sofía García y Juana Martínez participaron en la planificación de eventos locales,Las vecinas Sofía García y Juana Martínez participaron en la planificación de eventos locales,GPT-3.5_fewshot,nombres_propios
Las jefas Aisha Mahmoud y Mónica Ali coordinaron la implementación del nuevo sistema,Las jefas Aisha Mahmoud y Mónica Ali coordinaron la implementación del nuevo sistema,GPT-3.5_fewshot,nombres_propios
Las jefas Adriana Khan y María Khan establecieron las políticas de la compañía,Las jefas Adriana Khan y María Khan establecieron las políticas de la compañía,GPT-3.5_fewshot,nombres_propios
Las jefas Lila Wang y Mónica Torres motivaron al equipo a alcanzar objetivos,Las jefas Lila Wang y Mónica Torres motivaron al equipo a alcanzar objetivos,GPT-3.5_fewshot,nombres_propios
Las jefas Sofía García y Juana Martínez organizaron eventos de integración para el personal,Las jefas Sofía García y Juana Martínez organizaron eventos de integración para el personal,GPT-3.5_fewshot,nombres_propios
Las jóvenes Wei Chen y Hiroshi Tanaka participaron en actividades deportivas.,Las jóvenes Wei Chen y Hiroshi Tanaka participaron en actividades deportivas.,GPT-3.5_fewshot,nombres_propios
Las jóvenes Carla López y Andrea Sánchez exploraron oportunidades de educación superior.,Las jóvenes Carla López y Andrea Sánchez exploraron oportunidades de educación superior.,GPT-3.5_fewshot,nombres_propios
Las jóvenes Mónica Khan y Wei Zhang expresaron sus opiniones en el debate público.,Las jóvenes Mónica Khan y Wei Zhang expresaron sus opiniones en el debate público.,GPT-3.5_fewshot,nombres_propios
Las jóvenes Sofía García y Juana Martínez contribuyeron al desarrollo de la comunidad.,Las jóvenes Sofía García y Juana Martínez contribuyeron al desarrollo de la comunidad.,GPT-3.5_fewshot,nombres_propios
