gendered,neutral,difficulty
Otro campo de acción importante fueron los hospitales donde se trabaja con las enfermeras,Otro campo de acción importante fueron los hospitales donde se trabaja con el personal sanitario,dificultades_variadas
"En muchos casos , los partidos funcionan únicamente como vehículo para que alguien pueda hacerse con el control o mantenerlo","En muchos casos , los partidos funcionan únicamente como vehículo para que alguien pueda hacerse con el control o mantenerlo",dificultades_variadas
Un perfil de múltiples artistas que todas las que hablamos la lengua de Cervantes seguimos reconociendo como propio e inalienable,Un perfil de múltiples artistas que quienes que hablamos la lengua de Cervantes seguimos reconociendo como propio e inalienable,dificultades_variadas
El consejo estará compuesto por miembros acreditados,El consejo estará compuesto por miembros con acreditación,dificultades_variadas
"Cuando los beneficiarios de una asignación por minusvalía no reúnan las condiciones , se procederá a su expulsión","Cuando las personas beneficiarias de una asignación por minusvalía no reúna las condiciones , se procederá a su expulsión",dificultades_variadas
"Cuando el beneficiario de una asignación por invalidez no reúna las condiciones , se procederá a su expulsión","Cuando la persona beneficiaria de una asignación por invalidez no reúna las condiciones , se procederá a su expulsión",dificultades_variadas
Habla con tu médico de cabecera para averiguar si necesitas que se cambie tu dosis de metadona o del resto medicamentos que tienes prescritos,Habla con tu médico o médica de cabecera para averiguar si necesitas que se cambie tu dosis de metadona o del resto medicamentos que tienes prescritos,no_cambia
Todos los asistentes al congreso recibirán una carpeta con materiales,Cada asistente al congreso recibirá una carpeta con materiales,dificultades_variadas
Estos ordenadores permitirán que los administrativos trabajen con más rapidez y realicen sus actividades de manera más óptima,Estos ordenadores permitirán que el personal administrativo trabaje con más rapidez y realice sus actividades de manera más óptima,dificultades_variadas
La normativa se dirige a los voluntarios y les explicaba el nuevo procedimiento de admisión de miembros,La normativa se dirige al voluntariado y les explicaba el nuevo procedimiento de admisión de miembros,dificultades_variadas
Todos los ponentes al curso obtendrán un regalo,Cada ponente al curso obtendrá un regalo,dificultades_variadas
Disfruto de que seáis vosotros quienes a veces me reciten algo,Disfruto de que a veces me recitéis algo,dificultades_variadas
También necesita que las políticas se formulen con el colaborador de los líderes indígenas para obtener resultados duraderos en el tiempo,También necesita que las políticas se formulen en colaboración con los líderes indígenas para obtener resultados duraderos en el tiempo,dificultades_variadas
El número de parados argentinos,El indice de paro en argentina,dificultades_variadas
Disfrutode que seáis vosotros quienes me reciten algo,Disfruto de que me recitéis algo,dificultades_variadas
el autor de esta novela es Miguel de Cervantes,el autor de esta novela es Miguel de Cervantes,dificultades_variadas
"No lo dudes, hazte socio y forma parte de nuestra asociación","No lo dudes, asóciate y forma parte de nuestra asociación",dificultades_variadas
Tenemos que cubrir las carencias que tiene el promotor incorporando personal cualificado con un perfil diferente para compensar los errores pasados,Tenemos que cubrir las carencias que tiene el equipo promotor incorporando personal cualificado con un perfil diferente para compensar los errores pasados,plural_complejo
Es importante solventar los problemas que presenta el promotor contratando personal con un perfil diferente para compensar los errores pasados,Es importante solventar los problemas que presenta el personal promotor contratando personal con un perfil diferente para compensar los errores pasados,plural_complejo
"A nivel corporativo , realizamos entrevistas con los encargados de la preparación y control de los procedimientos","A nivel corporativo , realizamos entrevistas con el personal responsable de la preparación y control de los procedimientos",dificultades_variadas
Mientras esté ingresado no debe tomar agua que no le sea suministrada por los especialistas en su cirugía,Mientras esté ingresado no debe tomar agua que no le sea suministrada por el personal experto en su cirugía,dificultades_variadas
El tiempo que esté aquí no debe tomar agua que no le sea suministrada por los expertos,El tiempo que esté aquí no debe tomar agua que no le sea suministrada por el personal especializado,dificultades_variadas
Los docentes Martín y Lucas impartirán la asignatura de Tecnología.,Los docentes Martín y Lucas impartirán la asignatura de Tecnología.,nombres_propios
"Cuando planees una actividad en clase , siempre debes tener en cuenta a los discapacitados","Cuando planees una actividad en clase , siempre debes tener en cuenta a las personas discapacitadas",dificultades_variadas
Disfruto de que seáis vosotros quienes me reciten algo,Disfruto de que me recitéis algo,dificultades_variadas
Los docentes Hugo y Mateo impartirán la asignatura de Literatura.,Los docentes Hugo y Mateo impartirán la asignatura de Literatura.,nombres_propios
Las profesoras Isabel y Dolores impartirán la asignatura de Conocimiento del Medio.,Las profesoras Isabel y Dolores impartirán la asignatura de Conocimiento del Medio.,no_cambia
Todos los asistentes al curso recibirán una acreditación,Cada asistente al curso recibirá una acreditación,dificultades_variadas
Tenemos que solventar los problemas que tiene el promotor añadiendo personal cualificado con un perfil diferente para compensar los fallos,Tenemos que solventar los problemas que tiene el equipo promotor añadiendo personal cualificado con un perfil diferente para compensar los fallos,plural_complejo
Cuando el beneficiario de una asignación por invalidez fallezca se aplicará el protocolo,Cuando la persona beneficiaria de una asignación por invalidez fallezca se aplicará el protocolo,dificultades_variadas
Todos los asistentes al viaje obtendrán una acreditación,Cada asistente al viaje obtendrá una acreditación,dificultades_variadas
Todos los asistentes al curso obtendrán una acreditación,Cada asistente al curso obtendrá una acreditación,dificultades_variadas
Aún no se ha recopilado información suficiente del motivo por el cual algunos tienen reacciones,Aún no se ha recopilado información suficiente del motivo por el cual ciertas personas tienen reacciones,dificultades_variadas
Habitualmente los equipos de trabajo funcionan únicamente como vehículo para que alguno pueda hacerse con el control,Habitualmente los equipos de trabajo funcionan únicamente como vehículo para que cierta persona pueda hacerse con el control,dificultades_variadas
Todos los ponentes al curso contarán con una acreditación,Cada ponente al curso contará con una acreditación,dificultades_variadas
Las formadoras Isabel y Dolores impartirán la asignatura de Educación Física.,Las formadoras Isabel y Dolores impartirán la asignatura de Educación Física.,no_cambia
los equipos de trabajo funcionan únicamente como vehículo para que alguno pueda hacerse con el control,los equipos de trabajo funcionan únicamente como vehículo para que cierta persona pueda hacerse con el control,dificultades_variadas
"los organizadores de los programas tenían en cuenta que, para ser efectivos , era necesario acompañar la participación","la organización de los programas tenía en cuenta que, para ser efectivos , era necesario acompañar la participación",dificultades_variadas
la autora de este escrito es Virginia Wolf,la autora de este escrito es Virginia Wolf,no_cambia
Habitualmente los equipos de trabajo funcionan únicamente como vehículo para que alguno pueda hacerse con el poder,Habitualmente los equipos de trabajo funcionan únicamente como vehículo para que cierta persona pueda hacerse con el poder,dificultades_variadas
Otro campo de acción importante fueron los hospitales privados donde se trabaja con los médicos codo con codo,Otro campo de acción importante fueron los hospitales privados donde se trabaja con el personal médico codo con codo,dificultades_variadas
Para obtener una cátedra se requiere ser constante,Para obtener una cátedra se requiere ser constante,no_cambia
los clientes deberá acudir a recepción en primer lugar.,la clientela deberá acudir a recepción en primer lugar.,dificultades_variadas
"Es mandatario que el mentor esté disponible para capacitar , ayudar y dar apoyo a su alumno","Es mandatario que el mentor esté disponible para capacitar , ayudar y dar apoyo a su estudiante",dificultades_variadas
Hay que respetar los discursos de los otros,Hay que respetar los discursos del resto,dificultades_variadas
Todos los asistentes al curso contarán con un regalo,Cada asistente al curso contará con un regalo,dificultades_variadas
Todos los asistentes al curso recibirán un regalo,Cada asistente al curso recibirá un regalo,dificultades_variadas
"Buenas tardes a todos, rogamos estén presentes","Buenas tardes, rogamos estén presentes",dificultades_variadas
Otro campo de acción importante han sido los hospitales privados donde se trabaja con los médicos codo con codo,Otro campo de acción importante han sido los hospitales privados donde se trabaja con el personal médico codo con codo,dificultades_variadas
Para que desempeñen una función activa en la política de su país deben de estar informados,Para que desempeñen una función activa en la política de su país deben de informarse,dificultades_variadas
Estas herramientas permitirán que los administrativos trabajen con más celeridad y realicen sus actividades de manera más óptima,Estas herramientas permitirán que el personal administrativo trabaje con más celeridad y realice sus actividades de manera más óptima,dificultades_variadas
Otro campo de acción importante han sido los hospitales donde se trabaja con el personal sanitario codo con codo,Otro campo de acción importante han sido los hospitales donde se trabaja con el personal sanitario codo con codo,no_cambia
Mientras esté ingresado no debe tomar vitaminas que no le sean suministradas por los expertos en su cirugía,Mientras esté aquí no debe tomar vitaminas que no le sean suministradas por el personal especializado en su cirugía,dificultades_variadas
Todos los ponentes al congreso obtendrán un dossier explicativo,Cada ponente al congreso obtendrá un dossier explicativo,dificultades_variadas
Las profesoras Mariana y Jimena impartirán la asignatura de Física.,Las profesoras Mariana y Jimena impartirán la asignatura de Física.,nombres_propios
Los formadores Hugo y Mateo impartirán la asignatura de Educación Física.,Los formadores Hugo y Mateo impartirán la asignatura de Educación Física.,no_cambia
Otro campo de acción importante fueron los hospitales donde se trabaja con los médicos,Otro campo de acción importante fueron los hospitales donde se trabaja con el personal médico,dificultades_variadas
Las formadoras Mariana y Jimena impartirán la asignatura de Matemáticas.,Las formadoras Mariana y Jimena impartirán la asignatura de Matemáticas.,nombres_propios
los equipos de trabajo funcionan únicamente como vehículo para que alguno pueda hacerse con el poder,los equipos de trabajo funcionan únicamente como vehículo para que cierta persona pueda hacerse con el poder,dificultades_variadas
El personal intermediador del acuerdo se ocupará también de saber si la oficina tiene las deudas saldadas y si no hay cargas,El personal intermediador del acuerdo se ocupará también de saber si la oficina tiene las deudas saldadas y si no hay cargas,no_cambia
Las personas intermediarias del acuerdo se ocuparán también de saber si el local tiene las deudas saldadas,Las personas intermediarias del acuerdo se ocuparán también de saber si el local tiene las deudas saldadas,no_cambia
"No obstante, los aspirantes deberán comunicar inmediatamente a la Comisión cualquier modificación sustancial de la información del estadio.","No obstante , los y las aspirantes deberán comunicar inmediatamente a la Comisión cualquier modificación sustancial de la información del estadio.",dificultades_variadas
El tiempo que esté aquí no debe tomar vitaminas que no le sean suministradas por los especialistas en su cirugía,El tiempo que esté aquí no debe tomar vitaminas que no le sean suministradas por el personal experto en su cirugía,dificultades_variadas
todos los que hablamos nos hemos disculpado,las personas que hablamos nos hemos disculpado,dificultades_variadas
Estos ordenadores permitirán que los administrativos trabajen con más celeridad,Estos ordenadores permitirán que el personal administrativo trabaje con más celeridad,dificultades_variadas
Ayer vimos en la fiesta a las médicas y sus maridos,Ayer vimos en la fiesta al personal médico y sus parejas,dificultades_variadas
También necesita que las políticas se formulen con los colaboradores de los líderes indígenas,También necesita que las políticas se formulen en colaboración con los líderes indígenas,dificultades_variadas
"los organizadores de los programas sabían que, para ser efectivos , era necesario acompañar la participación","el equipo organizador de los programas sabía que , para ser efectivos , era necesario acompañar la participación",dificultades_variadas
Todos los ponentes al viaje contarán con una carpeta con materiales,Cada ponente al viaje contará con una carpeta con materiales,dificultades_variadas
Las páginas web podrán reenviar la información sin olvidar nunca la procedencia y el autor de las encuestas,Las páginas web podrán reenviar la información sin olvidar nunca la procedencia y la autoría de las encuestas,dificultades_variadas
Todos los asistentes al congreso recibirán un dossier explicativo,Cada asistente al congreso recibirá un dossier explicativo,dificultades_variadas
"Cuando los beneficiarios de una asignación por minusvalía fallezcan, se aplicará el protocolo","Cuando las personas beneficiarias de una asignación por minusvalía fallezcan, se aplicará el protocolo",dificultades_variadas
Todos los ponentes al viaje contarán con un regalo,Cada ponente al viaje contará con un regalo,dificultades_variadas
Todos los ponentes al viaje obtendrán un regalo,Cada ponente al viaje obtendrá un regalo,dificultades_variadas
Todos los ponentes al viaje obtendrán una carpeta con materiales,Cada ponente al viaje obtendrá una carpeta con materiales,dificultades_variadas
los estudiantes se integran en una amplia comunidad virtual en donde distintos servicios en línea están a su alcance para dar respuesta a sus necesidades.,el estudiantado se integra en una amplia comunidad virtual en donde distintos servicios en línea están a su alcance para dar respuesta a sus necesidades.,dificultades_variadas
los equipos de trabajo funcionan únicamente como vehículo para que alguno pueda hacerse con el control o mantenerlo,los equipos de trabajo funcionan únicamente como vehículo para que cierta persona pueda hacerse con el control o mantenerse con él,dificultades_variadas
El tiempo que esté aquí no debe tomar vitaminas que no le sean suministradas por el personal experto en este caso,El tiempo que esté aquí no debe tomar vitaminas que no le sean suministradas por el personal experto en este caso,no_cambia
Todos los ponentes al congreso recibirán una acreditación,Cada ponente al congreso recibirá una acreditación,dificultades_variadas
Disfruto de que seáis vosotros quienes de vez en cuando me lea algo,Disfruto de que me leáis algo de vez en cuando,dificultades_variadas
Otro campo de acción importante han sido los hospitales privados donde se trabaja con los enfermeros codo con codo,Otro campo de acción importante han sido los hospitales privados donde se trabaja con el personal sanitario codo con codo,dificultades_variadas
Todos los ponentes al congreso recibirán una carpeta con materiales,Cada ponente al congreso recibirá una carpeta con materiales,dificultades_variadas
Todos los ponentes al congreso obtendrán una acreditación,Cada ponente al congreso obtendrá una acreditación,dificultades_variadas
"Cuando son niños, no saben caminar correctamente","En su niñez, no saben caminar correctamente",dificultades_variadas
Todos los ponentes al viaje recibirán un diploma,Cada ponente al viaje recibirá un diploma,dificultades_variadas
Todos los asistentes al congreso contarán con una carpeta con materiales,Cada asistente al congreso contará con una carpeta con materiales,dificultades_variadas
Durante su ingreso no debe tomar vitaminas que no le sean suministradas por los especialistas de nuestro centro,Durante su ingreso no debe tomar vitaminas que no le sean suministradas por el personal experto de nuestro centro,dificultades_variadas
Todos los ponentes al curso contarán con un dossier explicativo,Cada ponente al curso contará con un dossier explicativo,dificultades_variadas
"Trascurrido este tiempo , los limpiadores retirarán todas las mesas y las sillas","Trascurrido este tiempo , el personal de limpieza retirará todas las mesas y las sillas",dificultades_variadas
Todos los asistentes al congreso contarán con un regalo,Cada asistente al congreso contará con un regalo,dificultades_variadas
El tiempo que esté aquí no debe tomar vitaminas que no le sean suministradas por el personal especializado en este caso,El tiempo que esté aquí no debe tomar vitaminas que no le sean suministradas por el personal especializado en este caso,no_cambia
Se ha comunicado a los ciudadanos los resultados de la votación,Se ha comunicado a la ciudadanía los resultados de la votación,dificultades_variadas
Estos ordenadores permitirán que los administrativos trabajen con más rapidez,Estos ordenadores permitirán que el personal administrativo trabaje con más rapidez,dificultades_variadas
Otro campo de acción importante fueron los hospitales donde se trabaja con los enfermeros de manera estrecha,Otro campo de acción importante fueron los hospitales donde se trabaja con el personal sanitario de manera estrecha,dificultades_variadas
Estos servicios permitirán que los administrativos trabajen con más rapidez y realicen sus actividades de manera más óptima,Estos servicios permitirán que el personal administrativo trabaje con más rapidez y realice sus actividades de manera más óptima,dificultades_variadas
Estas herramientas permitirán que los administrativos trabajen con más celeridad,Estas herramientas permitirán que el personal administrativo trabaje con más celeridad,dificultades_variadas
Todos tenemos una imagen de nosotros mismos,Cada persona tiene una imagen de sí misma,dificultades_variadas
Podrá solicitar la beca todo estudiante que se haya matriculado en la Universidad de Jaén.,Podrá solicitar la beca cualquier estudiante que se haya matriculado en la Universidad de Jaén.,no_cambia
Durante su ingreso no debe tomar vitaminas que no le sean suministradas por los especialistas en su cirugía,Durante su ingreso no debe tomar vitaminas que no le sean suministradas por el personal experto en su cirugía,dificultades_variadas
Pasado el plazo las limpiadoras retirarán todas las mesas y las sillas,Pasado el plazo el personal de limpieza retirará todas las mesas y las sillas,dificultades_variadas
Todos los ponentes al viaje recibirán un regalo,Cada ponente al viaje recibirá un regalo,dificultades_variadas
"Anímate, hazte socio y colabora con nuestra asociación","Anímate, asóciate y colabora con nuestra asociación",dificultades_variadas
Requisitos para estudiantes extranjeros,Requisitos para estudiantes extranjeros y extranjeras,dificultades_variadas
Otro campo de acción importante han sido los hospitales privados donde se trabaja con las enfermeras,Otro campo de acción importante han sido los hospitales privados donde se trabaja con el personal sanitario,dificultades_variadas
Solo se admiten estudiantes cualificados,Solo se admiten estudiantes con cualificación,dificultades_variadas
Otro campo de acción importante fueron los hospitales públicos donde se trabaja con las enfermeras de manera estrecha,Otro campo de acción importante fueron los hospitales públicos donde se trabaja con el personal sanitario de manera estrecha,dificultades_variadas
los partidos funcionan únicamente como vehículo para que alguno pueda hacerse con el control,los partidos funcionan únicamente como vehículo para que cierta persona pueda hacerse con el control,dificultades_variadas
Otro campo de acción importante fueron los hospitales donde se trabaja con los médicos de manera estrecha,Otro campo de acción importante fueron los hospitales donde se trabaja con el personal médico de manera estrecha,dificultades_variadas
¿Cómo cabe esperar que la situación mejore si los encargados de maximizar los beneficios apenas tienen en cuenta este aspecto?,¿Cómo cabe esperar que la situación mejore si el personal encargado de maximizar los beneficios apenas tiene en cuenta este aspecto?,dificultades_variadas
"los organizadores de los programas tenían en cuenta que , para ser efectivos , era necesario acompañar la participación","el equipo organizador de los programas tenía en cuenta que , para tener efectividad , era necesario acompañar la participación",dificultades_variadas
En la mesa redonda intervendrán distintos participantes. Dichos ponentes serán especialistas en la materia,En la mesa redonda intervendrán diferentes participantes Tales ponentes serán especialistas en la materia,dificultades_variadas
Todos los ponentes al congreso obtendrán un regalo,Cada ponente al congreso obtendrá un regalo,dificultades_variadas
Habitualmente los equipos de trabajo funcionan únicamente como vehículo para que alguno pueda hacerse con el poder o mantenerlo,Habitualmente los equipos de trabajo funcionan únicamente como vehículo para que cierta persona pueda hacerse con el poder o mantenerlo,dificultades_variadas
Otro campo de acción importante fueron los hospitales privados donde se trabaja con las enfermeras,Otro campo de acción importante fueron los hospitales privados donde se trabaja con el personal sanitario,dificultades_variadas
los partidos funcionan únicamente como vehículo para que alguno pueda hacerse con el control,los partidos funcionan únicamente como vehículo para que cierta persona pueda hacerse con el control,dificultades_variadas
Solo se admiten estudiantes autorizados,Solo se admiten estudiantes con autorización,dificultades_variadas
Después de este tiempo los limpiadores retirarán todas las mesas y las sillas,Después de este tiempo el personal de limpieza retirará todas las mesas y las sillas,dificultades_variadas
"Cuyo uso hubiera sido cedido a parientes , incluyendo afines","Cuyo uso hubiera sido cedido a parientes , incluyendo afines",nombres_propios
"Previamente , los aspirantes deberán notificar inmediatamente a la Comisión cualquier modificación importante de la información del estadio.","Previamente , quienes aspiren deberán notificar inmediatamente a la Comisión cualquier modificación importante de la información del estadio.",dificultades_variadas
Las formadoras Ana y Josefa impartirán la asignatura de Física.,Las formadoras Ana y Josefa impartirán la asignatura de Física.,nombres_propios
Las profesoras Lucía y Sofía impartirán el temario de Educación Física.,Las profesoras Lucía y Sofía impartirán el temario de Educación Física.,no_cambia
Se asesora a los estudiantes con dificultades,Se asesora a estudiantes con dificultades,dificultades_variadas
Todos los asistentes al viaje obtendrán una carpeta con materiales,Cada asistente al viaje obtendrá una carpeta con materiales,dificultades_variadas
Todos los ponentes al congreso contarán con una acreditación,Cada ponente al congreso contará con una acreditación,dificultades_variadas
el estudiante se integra en una amplia comunidad virtual en donde distintos servicios en línea están a su alcance para dar respuesta a sus necesidades.,quien estudie se integra en una amplia comunidad virtual en donde distintos servicios en línea están a su alcance para dar respuesta a sus necesidades.,dificultades_variadas
Todos los asistentes al curso obtendrán una carpeta con materiales,Cada asistente al curso obtendrá una carpeta con materiales,dificultades_variadas
Todos los asistentes al congreso obtendrán un dossier explicativo,Cada asistente al congreso obtendrá un dossier explicativo,dificultades_variadas
La normativa está enfocada a los voluntarios y les explicaba sus deberes y obligaciones,La normativa está enfocada al voluntariado y les explicaba sus deberes y obligaciones,dificultades_variadas
Otro campo de acción importante fueron los hospitales públicos donde se trabaja con los enfermeros de manera estrecha,Otro campo de acción importante fueron los hospitales públicos donde se trabaja con el personal sanitario de manera estrecha,dificultades_variadas
Otro campo de actuación importante han sido los hospitales públicos dónde se trabaja con las enfermeras codo con codo,Otro campo de actuación importante han sido los hospitales públicos dónde se trabaja con el personal sanitario codo con codo,dificultades_variadas
Cuando se incluya en el plan de estudios comenzará el proceso,Cuando se incluya en el plan de estudios comenzará el proceso,no_cambia
"Pasado el plazo los limpiadores , las limpiadoras retirará todas las infraestructuras",Pasado el plazo el personal de limpieza retirará todas las infraestructuras,dificultades_variadas
El número de los formadores admitidos ha excedido los números anteriores,El número de docentes admitidos y admitidas ha excedido los números anteriores,dificultades_variadas
Establecer un protocolo de ación para todos los formadores de manera justa,Establecer un protocolo de acción para todo el profesorado de manera justa,dificultades_variadas
"En consecuencia , el premio se entregará totalmente a los candidatos seleccionados en una ceremonia","En consecuencia , el premio se entregará totalmente a las candidaturas seleccionadas en una ceremonia",dificultades_variadas
"En muchos casos , los equipos de trabajo funcionan únicamente como vehículo para que alguno pueda hacerse con el poder","En muchos casos , los equipos de trabajo funcionan únicamente como vehículo para que cierta persona pueda hacerse con el poder",dificultades_variadas
